1940882,608
1940982,606
1941082,608
1941182,607
1941282,608
1941382,607
1941482,606
1941583,607
1941684,609
1941787,609
1941887,608
1941988,608
1942087,607
1942187,607
1942286,608
1942387,608
1942486,607
1942592,607
1942691,607
1942796,607
1942895,608
1942995,607
1943095,606
1943196,606
1943295,605
1943395,605
1943495,605
1943599,604
1943698,604
1943802,604
1943902,603
1944002,601
1944102,602
1944202,599
1944302,597
1944402,596
1944502,594
1944607,593
1944706,588
1944811,587
1944910,582
1945011,578
1945110,572
1945210,563
1945309,551
1945410,538
1945509,524
1945615,505
1945714,487
1945818,468
1945919,446
1946018,424
1946118,401
1946218,378
1946318,356
1946418,335
1946518,315
1946620,294
1946721,276
1946824,255
1946925,237
1947024,221
1947124,204
1947225,187
1947325,171
1947425,154
1947525,135
1947626,118
1947727,104
1947831,92
1947930,83
1948030,78
1948130,75
1948230,71
1948330,68
1948430,67
1948530,63
1948630,61
1948730,60
1948833,60
1948933,57
1949033,57
1949133,56
1949233,56
1949333,56
1949433,55
1949533,56
1949633,56
1949733,56
1949837,53
1949936,54
1950036,54
1950136,53
1950236,53
1950335,52
1950436,52
1950536,52
1950636,52
1950735,52
1950840,52
1950939,51
1951039,51
1951138,50
1951238,51
1951339,52
1951439,51
1951538,54
1951638,54
1951738,54
1951841,54
1951941,53
1952041,54
1952142,52
1952242,52
1952341,52
1952441,48
1952540,49
1952640,49
1952740,48
1952845,49
1952944,48
1953044,52
1953144,52
1953244,52
1953343,52
1953443,52
1953543,54
1953643,55
1953744,55
1953848,56
1953947,56
1954048,57
1954147,57
1954247,58
1954347,59
1954446,60
1954546,60
1954647,60
1954746,61
1954850,59
1954950,60
1955050,60
1955149,60
1955249,60
1955349,60
1955449,60
1955549,60
1955648,59
1955748,60
1955851,61
1955951,62
1956050,65
1956150,66
1956250,68
1956349,71
1956450,76
1956549,77
1956650,81
1956749,86
1956854,92
1956954,102
1957053,115
1957153,127
1957253,145
1957352,161
1957452,180
1957552,201
1957653,223
1957753,247
1957856,271
1957956,293
1958056,316
1958156,336
1958257,354
1958356,372
1958457,388
1958556,407
1958660,425
1958762,443
1958862,461
1958961,479
1959062,500
1959161,519
1959261,536
1959361,550
1959461,563
1959561,572
1959661,580
1959761,583
1959861,587
1959962,590
1960062,595
1960161,595
1960261,596
1960360,599
1960460,600
1960561,601
1960661,602
1960762,604
1960862,604
1960962,604
1961062,604
1961162,605
1961261,605
1961361,606
1961461,606
1961561,606
1961662,607
1961762,606
1961861,607
1961961,607
1962061,607
1962162,607
1962261,608
1962361,608
1962460,608
1962561,608
1962661,608
1962761,608
1962861,609
1962961,608
1963062,608
1963161,608
1963262,608
1963361,610
1963462,608
1963562,608
1963663,609
1963763,609
1963863,608
1963962,610
1964063,609
1964162,610
1964263,611
1964362,609
1964462,610
1964562,608
1964665,609
1964764,608
1964865,609
1964964,608
1965065,608
1965164,609
1965265,609
1965364,608
1965464,607
1965565,608
1965664,608
1965764,607
1965864,607
1965965,607
1966064,606
1966164,605
1966265,604
1966364,605
1966464,604
1966564,604
1966664,604
1966765,604
1966864,604
1966963,601
1967062,601
1967162,600
1967262,599
1967363,600
1967463,596
1967563,596
1967663,596
1967763,592
1967863,590
1967964,589
1968063,588
1968163,586
1968263,581
1968364,580
1968463,576
1968566,572
1968666,563
1968766,553
1968865,542
1968965,528
1969066,509
1969165,494
1969265,477
1969365,456
1969465,436
1969565,412
1969664,391
1969764,368
1969863,344
1969963,323
1970063,303
1970163,283
1970262,263
1970362,243
1970462,227
1970562,209
1970664,194
1970764,177
1970863,161
1970963,145
1971062,127
1971163,114
1971262,101
1971362,90
1971462,84
1971562,77
1971665,73
1971765,71
1971866,66
1971965,65
1972065,64
1972166,61
1972265,61
1972366,60
1972465,59
1972566,57
1972665,55
1972765,53
1972865,52
1972965,51
1973065,51
1973165,48
1973265,49
1973364,50
1973465,51
1973565,52
1973664,53
1973764,53
1973865,54
1973964,54
1974065,55
1974164,54
1974265,54
1974364,53
1974465,53
1974566,52
1974666,53
1974766,54
1974867,53
1974966,53
1975066,53
1975166,52
1975267,52
1975367,52
1975467,51
1975567,51
1975666,51
1975767,51
1975866,50
1975967,50
1976066,52
1976167,52
1976267,52
1976366,52
1976466,51
1976565,52
1976665,50
1976765,52
1976864,51
1976965,51
1977065,51
1977164,52
1977264,52
1977364,51
1977463,51
1977566,51
1977666,52
1977767,52
1977866,52
1977966,51
1978067,52
1978166,52
1978266,52
1978367,53
1978467,53
1978567,52
1978666,55
1978766,53
1978867,55
1978967,55
1979066,56
1979167,56
1979266,58
1979366,59
1979465,60
1979566,60
1979665,63
1979765,63
1979865,66
1979966,68
1980065,69
1980165,73
1980265,78
1980364,86
1980464,96
1980565,107
1980664,120
1980764,138
1980865,153
1980965,172
1981064,192
1981164,210
1981265,232
1981365,253
1981465,275
1981564,296
1981664,314
1981764,333
1981865,351
1981964,369
1982064,383
1982164,405
1982264,422
1982365,439
1982464,456
1982566,472
1982665,488
1982766,505
1982865,521
1982966,534
1983065,545
1983165,554
1983266,560
1983365,565
1983465,568
1983566,572
1983665,573
1983765,574
1983865,576
1983966,579
1984065,580
1984166,580
1984265,582
1984365,581
1984465,582
1984565,582
1984666,582
1984766,583
1984865,584
1984966,583
1985065,585
1985165,584
1985266,585
1985366,585
1985466,584
1985565,584
1985666,584
1985765,585
1985865,585
1985966,585
1986066,587
1986165,585
1986265,585
1986365,586
1986465,585
1986565,585
1986664,586
1986764,585
1986864,585
1986965,586
1987064,585
1987165,586
1987265,585
1987365,585
1987464,584
1987566,585
1987665,587
1987765,586
1987864,584
1987965,586
1988065,586
1988165,585
1988264,586
1988364,585
1988465,585
1988565,586
1988665,585
1988764,586
1988865,586
1988964,585
1989065,586
1989165,585
1989264,584
1989364,585
1989465,585
1989564,584
1989664,583
1989765,584
1989864,583
1989965,584
1990065,584
1990164,582
1990265,583
1990364,580
1990464,580
1990565,580
1990664,580
1990765,579
1990864,579
1990964,576
